DATE,BOGMBASE,CPIAUCSL,FEDFUNDS,M1SL,M2SL
2007-06-01,827200,207.234,5.25,1368.2,7278.6
2007-07-01,828900,207.603,5.26,1371.8,7309.0
2007-08-01,829600,207.667,5.02,1376.3,7385.1
2007-09-01,827400,208.547,4.94,1375.7,7403.2
2007-10-01,829000,209.190,4.76,1379.4,7417.2
2007-11-01,834300,210.834,4.49,1371.8,7441.8
2007-12-01,837200,211.445,4.24,1373.4,7471.6
2008-01-01,830600,212.174,3.94,1377.7,7505.5
2008-02-01,829500,212.687,2.98,1380.4,7590.6
2008-03-01,833000,213.448,2.61,1388.7,7656.2
2008-04-01,830200,213.942,2.28,1391.4,7699.2
2008-05-01,834700,215.208,1.98,1393.4,7711.2
2008-06-01,840200,217.463,2.00,1404.6,7728.9
2008-07-01,847000,219.016,2.01,1421.1,7775.4
2008-08-01,847600,218.690,2.00,1407.4,7790.2
2008-09-01,909700,218.877,1.81,1462.0,7859.5
2008-10-01,1136400,216.995,0.97,1473.8,7965.3
2008-11-01,1442300,213.153,0.39,1514.6,8015.8
2008-12-01,1666400,211.398,0.16,1601.7,8192.1
2009-01-01,1712000,211.933,0.15,1582.8,8273.7
2009-02-01,1561700,212.705,0.22,1567.2,8303.1
2009-03-01,1647300,212.495,0.18,1578.9,8369.3
2009-04-01,1753200,212.709,0.15,1611.6,8372.9
2009-05-01,1775100,213.022,0.18,1617.5,8430.7
2009-06-01,1683700,214.790,0.21,1658.8,8440.5
2009-07-01,1673600,214.726,0.16,1662.5,8445.1
2009-08-01,1710800,215.445,0.16,1660.0,8445.0
2009-09-01,1801200,215.861,0.15,1664.9,8444.2
2009-10-01,1936300,216.509,0.12,1677.7,8471.1
2009-11-01,2024600,217.234,0.12,1683.0,8500.8
2009-12-01,2026200,217.347,0.12,1692.8,8496.0
2010-01-01,1995000,217.488,0.11,1674.7,8458.1
2010-02-01,2115200,217.281,0.13,1699.8,8507.4
2010-03-01,2079600,217.353,0.16,1711.9,8504.5
2010-04-01,2014400,217.403,0.20,1699.0,8535.2
2010-05-01,2012300,217.290,0.20,1710.1,8589.9
2010-06-01,2002400,217.199,0.18,1731.6,8609.0
2010-07-01,1994300,217.605,0.18,1724.0,8618.8
2010-08-01,1993700,217.923,0.19,1748.7,8669.1
2010-09-01,1961200,218.275,0.19,1766.2,8700.1
2010-10-01,1961700,219.035,0.19,1780.4,8749.4
2010-11-01,1973100,219.590,0.19,1828.4,8770.0
2010-12-01,2017000,220.472,0.18,1836.7,8801.8
2011-01-01,2047900,221.187,0.17,1846.3,8823.1
2011-02-01,2211600,221.898,0.16,1870.1,8886.9
2011-03-01,2395300,223.046,0.14,1896.5,8943.5
2011-04-01,2496600,224.093,0.10,1897.0,9004.9
2011-05-01,2567200,224.806,0.09,1941.6,9075.5
2011-06-01,2648500,224.806,0.09,1963.4,9151.0
2011-07-01,2684800,225.395,0.07,1996.0,9316.6
2011-08-01,2657700,226.106,0.10,2115.4,9507.6
2011-09-01,2637700,226.597,0.08,2120.0,9528.3
2011-10-01,2637800,226.750,0.07,2128.5,9562.1
2011-11-01,2605400,227.169,0.08,2182.0,9612.6
2011-12-01,2619600,227.223,0.07,2165.7,9660.1
2012-01-01,2640800,227.842,0.08,2201.8,9733.3
2012-02-01,2694400,228.329,0.10,2207.1,9785.7
2012-03-01,2655200,228.807,0.13,2227.8,9830.6
2012-04-01,2639800,229.187,0.14,2237.3,9884.6
2012-05-01,2616500,228.713,0.16,2256.2,9928.4
2012-06-01,2618800,228.524,0.16,2275.3,9999.3
2012-07-01,2647800,228.590,0.16,2315.0,10051.8
2012-08-01,2650700,229.918,0.13,2354.1,10121.3
2012-09-01,2594900,231.015,0.14,2386.6,10200.8
2012-10-01,2611800,231.638,0.16,2420.1,10267.3
2012-11-01,2646800,231.249,0.16,2441.2,10337.6
2012-12-01,2675900,231.221,0.16,2460.7,10459.7
2013-01-01,2741700,231.679,0.14,2475.5,10479.5
2013-02-01,2845300,232.937,0.15,2470.6,10482.0
2013-03-01,2935000,232.282,0.14,2477.5,10550.0
2013-04-01,3011700,231.797,0.15,2507.1,10585.9
2013-05-01,3116900,231.893,0.11,2527.9,10628.2
2013-06-01,3201500,232.445,0.09,2528.3,10684.9
2013-07-01,3290900,232.900,0.09,2544.5,10730.8
2013-08-01,3398900,233.456,0.08,2555.9,10790.2
2013-09-01,3486900,233.544,0.08,2584.8,10841.3
2013-10-01,3589500,233.669,0.09,2623.6,10956.7
2013-11-01,3684600,234.100,0.08,2634.6,10969.0
2013-12-01,3717500,234.719,0.09,2664.3,11028.8
2014-01-01,3728500,235.288,0.07,2698.9,11078.9
2014-02-01,3833400,235.547,0.07,2724.7,11161.0
2014-03-01,3885900,236.028,0.08,2751.4,11200.2
2014-04-01,3930700,236.468,0.09,2773.2,11256.9
2014-05-01,3911500,236.918,0.09,2791.3,11326.3
2014-06-01,3948700,237.231,0.10,2827.1,11380.7
2014-07-01,3989100,237.498,0.09,2843.0,11439.9
2014-08-01,4075000,237.460,0.09,2804.2,11469.4
2014-09-01,4049200,237.477,0.09,2865.2,11502.8
2014-10-01,4001500,237.430,0.09,2870.7,11563.4
2014-11-01,3830400,236.983,0.09,2888.8,11604.7
2014-12-01,3934500,236.252,0.12,2940.9,11681.5
2015-01-01,4017100,234.747,0.11,2941.3,11745.2
2015-02-01,3840500,235.342,0.11,3005.4,11863.9
2015-03-01,4030600,235.976,0.11,2998.4,11879.6
2015-04-01,4059400,236.222,0.12,2999.2,11927.4
2015-05-01,3949400,237.001,0.12,2981.9,11960.3
2015-06-01,3919600,237.657,0.13,3020.9,12005.8
2015-07-01,3961200,238.034,0.13,3040.9,12058.4
2015-08-01,3984000,238.033,0.14,3029.0,12109.5
2015-09-01,4028500,237.498,0.14,3047.0,12164.5
2015-10-01,4060500,237.733,0.12,3018.8,12196.8
2015-11-01,4006700,238.017,0.12,3082.3,12286.0
2015-12-01,3835800,237.761,0.24,3095.8,12344.0
2016-01-01,3792700,237.652,0.34,3096.9,12470.0
2016-02-01,3872500,237.336,0.38,3128.8,12545.6
2016-03-01,3898400,238.080,0.36,3154.0,12609.7
2016-04-01,3872900,238.992,0.37,3198.5,12698.4
2016-05-01,3836500,239.557,0.37,3237.6,12765.6
2016-06-01,3825500,240.222,0.38,3246.1,12831.9
2016-07-01,3772500,240.101,0.39,3246.0,12892.0
2016-08-01,3816700,240.545,0.40,3319.3,12978.2
2016-09-01,3735900,241.176,0.40,3327.7,13037.9
2016-10-01,3572100,241.741,0.40,3333.4,13105.4
2016-11-01,3629800,242.026,0.41,3355.0,13176.5
2016-12-01,3531600,242.637,0.54,3340.9,13209.6
2017-01-01,3595500,243.618,0.65,3391.2,13282.7
2017-02-01,3746400,244.006,0.66,3402.7,13351.4
2017-03-01,3856300,243.892,0.79,3450.5,13420.6
2017-04-01,3821700,244.193,0.90,3451.2,13482.9
2017-05-01,3774400,244.004,0.91,3516.1,13534.8
2017-06-01,3762800,244.163,1.04,3524.9,13558.9
2017-07-01,3795400,244.243,1.15,3548.6,13621.0
2017-08-01,3910000,245.183,1.16,3587.8,13679.6
2017-09-01,3874500,246.435,1.15,3571.2,13722.1
2017-10-01,3829900,246.626,1.15,3606.3,13777.4
2017-11-01,3907700,247.284,1.16,3631.0,13804.1
2017-12-01,3851000,247.805,1.30,3610.6,13852.3
2018-01-01,3824800,248.743,1.41,3656.2,13868.2
2018-02-01,3855100,249.439,1.42,3619.0,13910.2
2018-03-01,3800600,249.581,1.51,3663.4,13965.5
2018-04-01,3727100,250.146,1.69,3655.2,13987.7
2018-05-01,3674800,250.779,1.70,3650.8,14041.2
2018-06-01,3650500,251.118,1.82,3652.2,14102.6
2018-07-01,3618300,251.323,1.91,3677.5,14137.0
2018-08-01,3584500,251.749,1.91,3693.2,14187.4
2018-09-01,3559800,252.239,1.95,3701.8,14214.6
2018-10-01,3520900,252.862,2.19,3728.2,14228.5
2018-11-01,3476300,252.657,2.20,3705.6,14241.6
2018-12-01,3400700,252.551,2.27,3763.4,14358.8
2019-01-01,3346900,252.470,2.40,3754.8,14430.8
2019-02-01,3353500,253.135,2.40,3762.9,14472.3
2019-03-01,3381500,254.273,2.41,3733.6,14510.7
2019-04-01,3286700,255.163,2.42,3775.0,14541.0
2019-05-01,3244500,255.325,2.39,3783.2,14632.5
2019-06-01,3274800,255.361,2.38,3824.4,14754.8
2019-07-01,3260300,255.900,2.40,3856.8,14833.8
2019-08-01,3271400,256.179,2.13,3858.9,14919.8
2019-09-01,3202700,256.596,2.04,3900.0,15004.8
2019-10-01,3252800,257.305,1.83,3935.3,15144.2
2019-11-01,3315600,257.788,1.55,3955.3,15249.9
2019-12-01,3426500,258.263,1.55,4007.1,15319.1
2020-01-01,3442600,258.682,1.55,3993.6,15401.8
2020-02-01,3454500,259.007,1.58,4002.9,15458.7
2020-03-01,3883100,258.165,0.65,4261.9,15988.6
2020-04-01,4844900,256.094,0.05,4779.8,17002.5
2020-05-01,5149400,255.944,0.05,16232.9,17835.2
2020-06-01,5001800,257.217,0.08,16563.5,18129.3
2020-07-01,4700300,258.543,0.09,16763.8,18277.8
2020-08-01,4807400,259.580,0.10,16896.7,18357.4
2020-09-01,4880300,260.190,0.09,17161.5,18575.2
2020-10-01,4917100,260.352,0.09,17365.3,18735.7
2020-11-01,5093000,260.721,0.09,17626.7,18969.8
2020-12-01,5206500,261.564,0.09,17834.4,19124.8
2021-01-01,5248000,262.200,0.09,18106.9,19372.5
2021-02-01,5446800,263.346,0.08,18367.4,19615.2
2021-03-01,5839000,265.028,0.07,18641.3,19853.8
2021-04-01,6042100,266.727,0.07,18927.5,20110.7
2021-05-01,6041900,268.599,0.06,19259.6,20418.7
2021-06-01,6027000,270.955,0.08,19319.6,20460.1
2021-07-01,6130200,272.184,0.10,19492.0,20615.3
2021-08-01,6328700,273.092,0.09,19728.7,20835.3
2021-09-01,6388800,274.214,0.08,19872.5,20965.8
2021-10-01,6330900,276.590,0.08,20063.5,21143.9
2021-11-01,6394700,278.524,0.08,20279.7,21349.3
2021-12-01,6413100,280.126,0.08,20430.6,21489.9
2022-01-01,6103900,281.933,0.08,20585.5,21649.6
2022-02-01,6040000,284.182,0.08,20661.1,21708.4
2022-03-01,6134500,287.708,0.20,20699.1,21739.7
2022-04-01,5885200,288.663,0.33,20617.6,21644.2
2022-05-01,5591500,291.474,0.77,20627.8,21649.2
2022-06-01,5506500,295.328,1.21,20556.7,21607.6
2022-07-01,5537200,295.271,1.68,20532.6,21636.1
2022-08-01,5582300,295.620,2.33,20472.7,21632.3
2022-09-01,5410900,296.761,2.56,20283.6,21503.5
2022-10-01,5339700,298.062,3.08,20099.9,21415.2
